Landslide ID,Description,Size Category,Trigger,Date of Occurrence,X Co-ordinate,Y Co-ordinate,Debris Type,Material Type,Movement Type,Aspect,Activity,Vegetation Cover,Causal Factors,Damage Description,No. of Slips,Injuries,Deaths,Damage Cost,Environmental Effects,Comments,Area (min),Area (max),Volume (min),Volume (max),Data Source
4330,"Untitled Earthquake induced landslide 4330",101,1,null,174.733934009276,-39.8050031446106,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4331,"Untitled Earthquake induced landslide 4331",101,1,null,174.729101954142,-39.8135892547321,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4332,"Untitled Earthquake induced landslide 4332",101,1,null,174.728310040767,-39.8228466676981,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4333,"Untitled Earthquake induced landslide 4333",101,1,null,174.720880495813,-39.8329938863546,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4334,"Untitled Earthquake induced landslide 4334",101,1,null,174.706140429023,-39.8376695235936,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4335,"Untitled Earthquake induced landslide 4335",101,1,null,174.692292881872,-39.843006494618,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4336,"Untitled Earthquake induced landslide 4336",101,1,null,175.081951529459,-39.8950745879842,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4337,"Untitled Earthquake induced landslide 4337",101,1,null,175.06745753228,-39.9002990046762,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4338,"Untitled Earthquake induced landslide 4338",101,1,null,175.05271784522,-39.9096415830227,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4339,"Untitled Earthquake induced landslide 4339",101,1,null,175.054035632694,-39.9243324615151,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4340,"Untitled Earthquake induced landslide 4340",101,1,null,175.055984581602,-39.9380534911547,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4341,"Untitled Earthquake induced landslide 4341",101,1,null,175.04523833779,-39.9464209862351,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4342,"Untitled Earthquake induced landslide 4342",101,1,null,175.034717671956,-39.952584636467,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4343,"Untitled Earthquake induced landslide 4343",101,1,null,175.018771506638,-39.9538258221758,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4344,"Untitled Earthquake induced landslide 4344",101,1,null,175.001944302867,-39.9500063592028,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4345,"Untitled Earthquake induced landslide 4345",101,1,null,175.400299802895,-40.1821300623503,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4346,"Untitled Earthquake induced landslide 4346",101,1,null,175.381404781203,-40.1909233373546,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4347,"Untitled Earthquake induced landslide 4347",101,1,null,175.353278456005,-40.1967458732256,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4348,"Untitled Earthquake induced landslide 4348",101,1,null,175.335371852057,-40.2132349465865,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4349,"Untitled Earthquake induced landslide 4349",101,1,null,175.331907413574,-40.2260463790982,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4350,"Untitled Earthquake induced landslide 4350",101,1,null,175.324727673738,-40.240060433546,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4351,"Untitled Earthquake induced landslide 4351",101,1,null,175.318282952191,-40.2497744349516,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4352,"Untitled Earthquake induced landslide 4352",101,1,null,175.314097026208,-40.2588225602014,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4353,"Untitled Earthquake induced landslide 4353",101,1,null,175.306994301915,-40.2687747009847,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4354,"Untitled Earthquake induced landslide 4354",101,1,null,175.296936860754,-40.2741625955999,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4355,"Untitled Earthquake induced landslide 4355",101,1,null,175.288050057297,-40.2793571643576,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4356,"Untitled Earthquake induced landslide 4356",101,1,null,175.267534313994,-40.2804964727553,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4357,"Untitled Earthquake induced landslide 4357",101,1,null,175.247504614163,-40.2762670601681,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4358,"Untitled Earthquake induced landslide 4358",101,1,null,175.231341765801,-40.2775966616208,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4359,"Untitled Earthquake induced landslide 4359",101,1,null,175.060677010831,-39.9307526958939,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4360,"Untitled Earthquake induced landslide 4360",101,1,null,176.791898022718,-39.6853832785422,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4361,"Untitled Earthquake induced landslide 4361",101,1,null,176.800835020811,-39.6937105489383,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4362,"Untitled Earthquake induced landslide 4362",101,1,null,176.781201788905,-39.6941987715655,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4363,"Untitled Earthquake induced landslide 4363",101,1,null,175.2434720016,-40.2883978340162,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4364,"Untitled Earthquake induced landslide 4364",101,1,null,175.155691367076,-40.6931174546266,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4365,"Untitled Earthquake induced landslide 4365",101,1,null,175.104407766965,-40.774562582935,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4366,"Untitled Earthquake induced landslide 4366",101,1,null,175.654726316707,-40.8883348145577,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4367,"Untitled Earthquake induced landslide 4367",101,1,null,175.403169471567,-41.097793321932,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4368,"Untitled Earthquake induced landslide 4368",101,1,null,175.50941261609,-41.0901464218361,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4369,"Untitled Earthquake induced landslide 4369",101,1,null,175.396349907908,-41.2353319256829,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4370,"Untitled Earthquake induced landslide 4370",101,1,null,174.778164679862,-41.2929926557265,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4371,"Untitled Earthquake induced landslide 4371",101,1,null,174.984284967516,-41.1502930787399,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4372,"Untitled Earthquake induced landslide 4372",101,1,null,174.982841816981,-41.1609747399149,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4373,"Untitled Earthquake induced landslide 4373",101,1,null,174.965861223511,-41.1624248999033,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4374,"Untitled Earthquake induced landslide 4374",101,1,null,174.959489739881,-41.170944565172,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4375,"Untitled Earthquake induced landslide 4375",101,1,null,174.971362357939,-41.1739387528275,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4376,"Untitled Earthquake induced landslide 4376",101,1,null,174.94876835232,-41.1789819105109,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4377,"Untitled Earthquake induced landslide 4377",101,1,null,174.946461193559,-41.1885517355168,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4378,"Untitled Earthquake induced landslide 4378",101,1,null,174.941492818924,-41.1967056879635,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4379,"Untitled Earthquake induced landslide 4379",101,1,null,174.957938012505,-41.2015263472446,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4380,"Untitled Earthquake induced landslide 4380",101,1,null,174.950357934881,-41.2074751504283,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4381,"Untitled Earthquake induced landslide 4381",101,1,null,174.927183704064,-41.194704421015,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4382,"Untitled Earthquake induced landslide 4382",101,1,null,174.928574119808,-41.2157178128725,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4383,"Untitled Earthquake induced landslide 4383",101,1,null,174.90120111446,-41.208050375118,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4384,"Untitled Earthquake induced landslide 4384",101,1,null,174.918451542544,-41.2217680604522,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4385,"Untitled Earthquake induced landslide 4385",101,1,null,174.904369222449,-41.225579228295,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4386,"Untitled Earthquake induced landslide 4386",101,1,null,174.874843011783,-41.2208200309948,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4387,"Untitled Earthquake induced landslide 4387",101,1,null,174.909709593462,-41.2337107322853,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4388,"Untitled Earthquake induced landslide 4388",101,1,null,174.900640742511,-41.2448695039131,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4389,"Untitled Earthquake induced landslide 4389",101,1,null,174.886169874157,-41.2316622314696,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4390,"Untitled Earthquake induced landslide 4390",101,1,null,175.639118205137,-40.8234870835017,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4391,"Untitled Earthquake induced landslide 4391",101,1,null,175.209749692333,-41.4839867673171,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4392,"Untitled Earthquake induced landslide 4392",101,1,null,175.21063694355,-41.4774296727165,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4393,"Untitled Earthquake induced landslide 4393",101,1,null,175.107423146371,-41.3773016325622,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4394,"Untitled Earthquake induced landslide 4394",101,1,null,174.823898772217,-41.3377929515881,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4395,"Untitled Earthquake induced landslide 4395",101,1,null,174.831399361053,-41.330839808027,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4396,"Untitled Earthquake induced landslide 4396",101,1,null,174.826939564226,-41.3146853571133,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4397,"Untitled Earthquake induced landslide 4397",101,1,null,174.968917449287,-40.9849639610749,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4398,"Untitled Earthquake induced landslide 4398",101,1,null,174.839996489265,-41.2277039071258,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4399,"Untitled Earthquake induced landslide 4399",101,1,null,175.000157529898,-41.3419824552631,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4400,"Untitled Earthquake induced landslide 4400",101,1,null,175.015673357714,-41.3401615393782,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4401,"Untitled Earthquake induced landslide 4401",101,1,null,174.990096721363,-41.3502920238566,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4402,"Untitled Earthquake induced landslide 4402",101,1,null,174.997799095717,-41.3476643898475,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4403,"Untitled Earthquake induced landslide 4403",101,1,null,175.002342309173,-41.3469008340253,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4404,"Untitled Earthquake induced landslide 4404",101,1,null,175.019212319802,-41.3474771863335,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4405,"Untitled Earthquake induced landslide 4405",101,1,null,174.99623749775,-41.3525419452556,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4406,"Untitled Earthquake induced landslide 4406",101,1,null,175.003127547227,-41.3525224617501,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4407,"Untitled Earthquake induced landslide 4407",101,1,null,174.978918886622,-41.3565928573321,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4408,"Untitled Earthquake induced landslide 4408",101,1,null,174.995611682988,-41.3562742121223,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4409,"Untitled Earthquake induced landslide 4409",101,1,null,175.004571937152,-41.355425768262,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4410,"Untitled Earthquake induced landslide 4410",101,1,null,175.033317550655,-41.3549255286034,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4411,"Untitled Earthquake induced landslide 4411",101,1,null,175.040422202372,-41.3612691337716,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4412,"Untitled Earthquake induced landslide 4412",101,1,null,175.021961485804,-41.3602757053745,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4413,"Untitled Earthquake induced landslide 4413",101,1,null,175.004539839882,-41.3589774968674,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4414,"Untitled Earthquake induced landslide 4414",101,1,null,174.998412604931,-41.3594334188592,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4415,"Untitled Earthquake induced landslide 4415",101,1,null,174.981445424347,-41.3605467495872,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4416,"Untitled Earthquake induced landslide 4416",101,1,null,174.975460881092,-41.3630843754897,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4417,"Untitled Earthquake induced landslide 4417",101,1,null,174.987242296643,-41.3637055610205,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4418,"Untitled Earthquake induced landslide 4418",101,1,null,174.989879666984,-41.3687282324207,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4419,"Untitled Earthquake induced landslide 4419",101,1,null,175.021734735307,-41.3691860943152,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4420,"Untitled Earthquake induced landslide 4420",101,1,null,175.012881449692,-41.3710483838985,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4421,"Untitled Earthquake induced landslide 4421",101,1,null,174.998608146156,-41.3766778701352,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4422,"Untitled Earthquake induced landslide 4422",101,1,null,175.002677650124,-41.3773889207747,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4423,"Untitled Earthquake induced landslide 4423",101,1,null,175.000823827421,-41.382497505911,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4424,"Untitled Earthquake induced landslide 4424",101,1,null,175.021514069013,-41.380520074055,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4425,"Untitled Earthquake induced landslide 4425",101,1,null,174.977182026243,-41.3721830465886,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4426,"Untitled Earthquake induced landslide 4426",101,1,null,174.976405230605,-41.3759180220794,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4427,"Untitled Earthquake induced landslide 4427",101,1,null,174.979668012259,-41.384029154367,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4428,"Untitled Earthquake induced landslide 4428",101,1,null,174.972911007612,-41.3882158145621,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4429,"Untitled Earthquake induced landslide 4429",101,1,null,174.968013536946,-41.3874067387341,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4430,"Untitled Earthquake induced landslide 4430",101,1,null,174.965620094798,-41.3714439002488,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4431,"Untitled Earthquake induced landslide 4431",101,1,null,174.963224383264,-41.3738002452848,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4432,"Untitled Earthquake induced landslide 4432",101,1,null,174.959049645302,-41.3744426301657,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4433,"Untitled Earthquake induced landslide 4433",101,1,null,174.967292063985,-41.3767671348885,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4434,"Untitled Earthquake induced landslide 4434",101,1,null,174.965994454663,-41.382935571038,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4435,"Untitled Earthquake induced landslide 4435",101,1,null,174.963148953673,-41.3853003430378,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4436,"Untitled Earthquake induced landslide 4436",101,1,null,174.957977704643,-41.3783520520926,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4437,"Untitled Earthquake induced landslide 4437",101,1,null,174.957325783868,-41.3813517447511,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4438,"Untitled Earthquake induced landslide 4438",101,1,null,174.954375984463,-41.3851274699044,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4439,"Untitled Earthquake induced landslide 4439",101,1,null,174.949433919504,-41.3782872492921,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4440,"Untitled Earthquake induced landslide 4440",101,1,null,174.943258739933,-41.3889433678708,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4441,"Untitled Earthquake induced landslide 4441",101,1,null,174.940281825056,-41.3942410614448,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4442,"Untitled Earthquake induced landslide 4442",101,1,null,174.939181257321,-41.3973053303715,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4443,"Untitled Earthquake induced landslide 4443",101,1,null,174.934951886122,-41.4033026225551,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4444,"Untitled Earthquake induced landslide 4444",101,1,null,174.928897660858,-41.4014989012757,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4445,"Untitled Earthquake induced landslide 4445",101,1,null,174.951543723757,-41.4018086470563,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4446,"Untitled Earthquake induced landslide 4446",101,1,null,174.959803963122,-41.4045843286651,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4447,"Untitled Earthquake induced landslide 4447",101,1,null,174.963059412589,-41.4009718264776,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4448,"Untitled Earthquake induced landslide 4448",101,1,null,174.972889456212,-41.4036041606788,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4449,"Untitled Earthquake induced landslide 4449",101,1,null,174.964149363316,-41.3953146730802,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4450,"Untitled Earthquake induced landslide 4450",101,1,null,173.744801036135,-41.511230131551,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4451,"Untitled Earthquake induced landslide 4451",101,1,null,173.773955663023,-41.4952607210078,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4452,"Untitled Earthquake induced landslide 4452",101,1,null,173.803946671136,-41.4887958899506,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4453,"Untitled Earthquake induced landslide 4453",101,1,null,173.837875428271,-41.4725324349285,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4454,"Untitled Earthquake induced landslide 4454",101,1,null,173.874497998148,-41.4682843897409,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4455,"Untitled Earthquake induced landslide 4455",101,1,null,173.905427449646,-41.461049669488,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4456,"Untitled Earthquake induced landslide 4456",101,1,null,173.936235822149,-41.4518925358009,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4457,"Untitled Earthquake induced landslide 4457",101,1,null,173.987766638535,-41.4402719418931,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4458,"Untitled Earthquake induced landslide 4458",101,1,null,174.015797251462,-41.4250431191058,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4459,"Untitled Earthquake induced landslide 4459",101,1,null,174.014073872628,-41.4633210033051,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4460,"Untitled Earthquake induced landslide 4460",101,1,null,173.941137733505,-41.4750454931019,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4461,"Untitled Earthquake induced landslide 4461",101,1,null,173.978354250869,-41.48495512024,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4462,"Untitled Earthquake induced landslide 4462",101,1,null,173.783013616985,-41.514487853281,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4463,"Untitled Earthquake induced landslide 4463",101,1,null,173.842035297073,-41.5176696948341,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4464,"Untitled Earthquake induced landslide 4464",101,1,null,173.857664226206,-41.4906189147119,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4465,"Untitled Earthquake induced landslide 4465",101,1,null,173.882108444407,-41.5119158159688,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4466,"Untitled Earthquake induced landslide 4466",101,1,null,173.898861854317,-41.4932408237285,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
4467,"Untitled Earthquake induced landslide 4467",101,1,null,173.905038439513,-41.5355918146705,102,102,102,Unknown,Unknown,Unknown,Not collected,null,null,null,null,null,null,null,null,null,null,null,Landslide GIS
